Geneid	w1118_1	w1118_2	w1118_3	PcKD_1	PcKD_2	PcKD_3	vgLOF_PcKD_1	vgLOF_PcKD_2	vgLOF_PcKD_3	sdLOF_PcKD_1	sdLOF_PcKD_2	sdLOF_PcKD_3
CG2983	0	0	0	0	0	0	1	1	2	0	1	1
CG3104	19	17	30	21	26	34	26	53	30	19	29	18
RpS21	7969	8034	4654	9846	11289	10170	10585	9885	11732	10137	10518	9388
CG2991	1147	1224	867	1322	1414	1286	1251	1083	1064	1241	1201	1214
CG31694	1624	1693	1350	1790	1992	1918	1841	1614	1730	1465	1516	1416
CG8813	0	3	1	0	2	0	0	0	0	0	0	0
CG8814	396	400	223	342	452	408	400	349	362	348	352	299
Prx6005	458	515	289	487	598	472	483	408	551	464	454	440
CG31950	115	154	92	157	178	185	161	143	157	157	200	165
betaggt-II	202	226	169	262	278	256	251	235	238	260	262	213
NTPase	785	656	579	717	834	972	904	824	762	686	729	727
lilli	1057	1032	696	1322	1408	1238	1136	966	898	1033	1002	971
Rbp9	169	259	155	157	225	104	41	42	59	62	88	69
Ts	659	705	567	769	760	649	1074	969	1093	1000	1080	969
Rrp1	2772	3058	2222	3790	4034	3311	3707	3166	3496	3320	3560	3024
gammaTub23C	1356	1463	1063	1443	1643	1346	1568	1294	1353	1239	1237	1248
CG9641	359	403	274	342	317	309	315	351	342	383	325	296
CG3165	553	627	496	649	739	641	636	673	645	701	798	702
CG9643	372	370	295	386	410	363	373	346	342	357	330	296
Chd1	1998	2241	1528	2794	2918	2614	2847	2332	2277	2595	2542	2330
Bem46	275	256	178	225	248	271	265	232	206	226	269	248
okr	301	311	235	388	370	374	343	333	352	375	432	367
CG3558	1086	1097	670	1205	1327	1110	1286	1161	1035	1094	919	971
CG17265	621	817	502	889	1021	957	979	893	845	901	1039	956
CG17224	43	53	61	86	138	116	34	36	43	79	80	58
CG17264	48	52	31	76	65	86	60	62	27	40	30	31
alpha4GT1	391	367	266	405	434	408	410	402	399	456	476	427
CG3542	1234	1354	985	1537	1571	1379	1332	1142	1096	1112	1040	976
CG3605	1714	1834	1345	2026	2236	1950	1960	1623	1716	1730	1604	1609
CG17219	196	182	175	240	251	210	226	155	188	222	145	158
CR44147	0	1	0	0	0	0	0	0	0	0	0	0
GABPI	400	371	246	401	452	400	428	426	404	460	410	374
CG17258	12	15	4	6	6	15	4	4	4	5	6	3
SerRS	2717	2858	1913	3184	3178	3236	3391	2925	2996	2498	2168	2178
CG17260	67	62	37	51	80	51	80	58	65	65	51	36
cnir	125	121	104	151	144	160	141	134	93	111	102	100
CG17221	169	172	111	160	202	155	195	164	169	183	197	178
CG17261	2	6	2	3	4	3	1	0	3	2	3	0
FASN2	1	1	1	3	6	6	4	7	36	1	4	1
snRNA:LU	0	0	0	0	0	0	0	0	0	0	0	0
snRNA:U5:23D	3	1	0	1	1	1	1	0	5	1	1	1
FASN1	1816	1636	1800	2162	4382	2834	2190	1662	2626	3562	2373	2083
toc	1153	1230	827	1550	1612	1364	1127	1011	953	1045	1120	973
PpD6	0	0	0	0	0	0	1	0	0	0	0	0
CG15403	0	4	0	0	0	0	0	0	0	0	0	0
ND-B14.5B	623	659	435	653	640	638	676	623	741	625	860	734
Mad	1340	1526	1082	1635	1706	1514	1564	1430	1303	1329	1468	1433
gkt	318	332	221	361	417	293	353	268	340	286	274	271
Hydr2	875	826	596	787	959	807	936	849	846	865	908	799
CG44002	151	163	137	161	210	159	164	163	157	184	150	128
CG31698	200	287	697	43	41	755	2	0	14	9	12	23
CG15404	157	220	472	52	50	598	2	1	16	5	9	24
CG34393	5	1	6	8	5	9	4	4	2	8	4	2
CR45336	0	0	0	0	0	0	0	0	0	0	0	0
CR45337	0	0	0	0	0	0	0	1	0	0	0	0
CR45338	0	0	0	0	0	0	0	0	0	0	0	0
CR45706	0	0	0	0	0	0	2	0	0	0	0	0
CR44484	0	0	0	0	0	0	0	0	1	0	0	0
CG3347	0	1	0	0	0	0	1	0	4	0	0	0
CG3332	2	0	1	0	3	1	0	0	0	0	0	0
CR44485	0	0	0	0	0	0	0	0	0	0	0	0
CG9664	81	44	110	20	108	16	10	1	17	16	9	4
CG9663	268	294	242	235	290	214	266	210	223	212	227	211
CG3277	18	25	25	29	25	4	10	10	13	33	37	14
CG15406	1	11	8	0	4	0	0	0	2	1	1	0
CG3326	141	167	118	123	139	132	86	101	110	128	129	115
CG8837	35	26	10	32	25	19	25	13	9	18	18	1
CG33281	0	1	6	0	0	0	0	0	0	0	0	0
CG33282	0	0	0	0	0	0	0	0	0	0	0	0
CG3285	0	0	0	0	2	0	0	0	0	0	0	0
CG15408	0	1	5	0	0	0	0	0	0	0	0	0
E23	258	228	120	287	225	330	175	190	79	157	141	101
CG8838	2	2	4	1	2	2	0	0	1	1	1	0
CG34394	728	729	596	989	988	964	766	660	610	635	604	539
CG15412	8	22	5	2	11	3	2	1	7	0	2	2
CG9662	931	923	574	794	885	796	798	662	691	629	672	600
Ptpa	464	493	403	497	511	490	615	472	532	522	491	471
CR45301	1	0	2	0	0	1	0	0	0	0	0	0
Sfp23F	4	1	0	1	0	5	0	0	0	0	0	0
CG42460	489	209	382	84	64	1868	2	17	1	33	19	18
CR44791	0	0	0	0	0	0	0	0	0	0	0	0
CR44792	0	0	0	0	0	0	0	0	0	0	0	0
CG34175	0	1	0	0	0	0	0	0	0	0	0	0
pgant2	520	490	345	419	490	397	238	203	166	232	258	241
CG8840	0	3	0	0	1	0	0	0	0	0	0	0
CG31952	0	1	2	0	2	0	0	1	0	0	0	0
CG2772	0	0	1	0	1	0	0	0	0	0	0	0
Snx1	1240	1134	973	1460	1523	1355	1267	1150	1250	1158	1074	1087
CG12795	256	317	197	251	274	297	261	243	205	249	223	203
Cog3	373	360	255	379	372	411	429	389	351	384	371	293
Sec5	634	628	443	705	763	641	739	631	676	676	584	549
CG3246	50	34	125	22	81	7	7	17	43	47	10	9
msl-2	884	921	896	1126	941	601	908	591	1047	871	827	555
mir-4971	0	0	0	0	0	0	0	0	0	0	0	0
ND-PDSW	858	887	541	875	945	931	900	904	1008	883	1097	921
CG3238	554	574	383	601	579	567	507	389	417	417	348	380
CG31776	1	0	1	1	1	0	0	0	2	0	0	0
pgant4	60	16	9	16	20	111	11	1	4	22	0	4
CR45372	1	0	0	2	1	3	0	0	0	0	0	0
CR43928	0	0	0	1	0	0	0	0	0	0	0	0
Thor	2600	1797	1582	1096	2546	2067	1121	566	851	597	662	310
CG15414	168	399	109	101	124	109	96	71	55	75	122	84
tim	46	25	11	15	32	9	14	25	16	11	9	5
CR45299	0	0	0	0	0	0	0	0	0	0	0	0
CG31954	0	3	0	3	0	7	0	0	0	0	0	0
CR45300	0	0	0	0	0	0	0	0	0	0	0	0
LeuRS	1993	2052	1456	2528	2724	2410	2421	1991	1886	1764	1348	1594
CG17593	1072	1010	841	1345	1222	1323	1181	977	1029	904	946	816
CG3213	0	23	3	0	5	0	0	0	0	0	0	0
CG8851	0	5	0	0	0	0	0	1	0	0	0	0
Sr-CIV	5	14	6	4	7	7	22	28	16	10	5	7
CG8852	6	12	1	1	11	1	0	6	3	2	2	2
Spindly	711	704	476	1155	1180	973	1286	1011	1022	943	908	883
IFT57	0	0	0	0	1	1	0	0	1	1	1	0
CR44308	0	1	0	0	0	0	0	0	0	0	0	0
drm	2371	2536	1708	2634	2829	2952	1897	1641	1552	1323	1265	1113
CR44309	0	0	0	0	1	0	0	0	0	0	0	0
CR44747	1	0	0	0	0	0	0	0	1	0	0	0
CR43822	0	0	0	0	0	0	0	0	0	0	0	0
CG43815	0	0	0	0	0	0	0	0	0	0	0	0
sob	791	912	529	971	1063	1006	838	728	666	609	476	441
CR43823	2	1	0	0	0	2	2	0	0	0	0	0
odd	338	438	308	388	431	412	327	280	295	264	205	176
CR44310	0	0	0	0	0	0	0	0	0	0	0	0
Dot	269	278	183	329	415	372	234	233	207	292	301	301
CG15418	0	3	0	2	2	1	0	0	1	1	0	0
for	1645	1690	1136	1652	1881	1508	1259	1036	1050	1086	971	950
mir-4972	0	0	0	0	0	0	0	0	0	0	0	0
Drgx	65	82	57	108	102	74	23	44	16	26	22	10
Sfp24Ba	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24Bd	0	1	0	0	0	0	0	0	0	0	0	0
Sfp24Bb	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24Bc	0	0	0	0	0	0	0	0	0	0	0	0
CG16704	409	409	1062	106	712	6	9	17	65	131	16	12
CG3513	5	1	5	0	19	0	0	0	14	5	1	1
Acp24A4	1	1	3	1	1	0	0	0	0	0	0	0
CG43165	11	16	21	0	21	0	0	0	0	7	0	0
CG16713	131	131	420	8	241	1	1	0	22	57	0	1
IM33	100	73	275	8	69	0	0	0	22	45	0	0
CG3604	51	171	58	35	33	7	0	7	0	0	2	3
CG10031	11	13	19	2	23	0	0	0	6	2	2	0
CG42464	0	0	0	0	0	0	0	0	0	0	0	0
CG42465	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24C1	0	0	0	0	0	0	0	0	0	0	0	0
CG42467	0	0	0	0	0	0	0	0	0	0	0	0
CG43145	0	0	0	0	0	0	0	0	0	0	0	0
CR44311	0	0	0	0	0	0	0	0	0	0	0	0
CG2816	7	17	9	23	30	9	6	7	11	17	15	36
CG31778	158	132	364	29	272	25	34	31	47	34	3	9
CG31777	52	47	27	45	50	71	81	95	48	36	23	15
cutlet	333	366	302	341	388	311	443	350	337	420	372	355
CG31955	43	46	45	38	33	76	308	287	345	72	90	55
CG2818	708	696	506	739	802	724	801	672	653	670	695	556
lectin-24A	0	1	0	0	3	0	0	0	0	0	0	0
Shaw	37	25	33	66	42	55	15	24	16	47	47	34
CG10019	20	14	24	18	16	7	23	27	36	16	14	5
CG43707	15	3	36	34	3	8	1	14	0	32	31	2
CG43703	0	0	0	0	0	0	0	0	0	0	0	0
mir-1004	0	0	0	0	0	0	0	0	0	0	0	0
CR43704	7	4	2	3	2	1	3	1	2	0	2	0
bowl	5539	6032	3975	6659	6901	6559	6625	5542	5162	5507	5138	5118
CG31960	0	0	0	0	0	1	0	0	0	1	0	0
bark	3704	3594	2391	5674	6315	5149	4727	3770	3763	3831	4593	4500
Reph	402	416	438	719	662	617	344	366	254	468	403	310
CG3407	205	242	179	226	240	244	244	196	206	224	176	145
CR44076	0	0	0	0	0	0	0	0	0	0	0	0
CR44077	0	0	0	0	0	0	0	0	0	0	0	0
slp1	318	366	226	289	357	374	178	153	113	110	91	123
slp2	396	468	327	385	427	370	192	200	139	116	87	87
CR44983	0	2	0	0	0	0	1	0	0	1	0	0
CR45451	0	0	1	0	0	0	0	0	0	1	0	0
CR45449	0	0	0	4	1	0	1	2	1	0	0	3
CR45450	0	1	0	0	2	0	0	0	0	0	0	1
CR44078	3	4	11	10	4	7	3	3	2	6	0	6
CG3964	477	506	312	529	615	524	507	416	448	552	534	493
Cep97	528	544	403	598	666	523	527	496	475	560	616	513
CG31957	190	178	127	176	162	182	162	120	141	109	114	121
capu	1221	1392	866	1478	1702	1405	1396	1159	1176	1474	1330	1295
fred	13	3	13	19	10	9	6	24	5	23	20	3
CG31773	1	2	1	0	1	1	0	0	0	0	1	0
CG43797	1	1	3	1	0	0	0	0	0	1	0	1
CR45344	0	0	0	0	0	0	0	0	0	0	0	0
CG34176	0	0	0	0	0	0	0	0	0	0	0	0
CG15422	0	0	2	0	0	0	0	0	0	0	0	0
CG15423	0	0	3	0	1	0	0	0	0	0	0	0
CG43773	1	0	0	0	0	0	0	0	0	0	0	0
CG43774	1	0	0	0	0	0	0	0	0	0	0	0
ed	14096	13783	9241	15660	17371	15196	12517	10725	9941	10390	11763	11679
CR44984	0	0	0	0	0	1	0	0	0	0	0	0
snoRNA:Me28S-C437	0	0	0	0	1	0	1	0	2	0	0	0
Sr-CIII	11	3	0	1	3	0	12	3	9	1	0	2
Sr-CI	167	201	132	169	282	127	351	284	243	134	109	121
CG2955	0	12	0	0	8	0	0	0	0	1	0	0
Or24a	0	0	0	0	0	0	0	0	0	0	0	0
CR45791	0	0	0	0	0	0	0	0	0	0	0	0
CR44057	0	0	0	0	0	0	0	0	0	0	0	0
TBCC	255	284	198	320	331	301	248	203	227	258	237	216
lectin-24Db	209	188	135	158	194	161	180	110	103	57	39	32
CG3714	488	474	394	375	434	336	300	285	276	253	291	230
ft	4778	4387	2758	7698	9130	7680	8148	6493	7436	7457	8956	8019
CG3702	1886	1832	1219	2181	2201	2094	2015	1632	1655	1569	1622	1612
RpL40	19494	19651	13650	20100	22253	20297	27044	24208	27513	24860	28061	24246
CR44608	4	7	0	3	5	7	8	5	6	2	2	7
CR45720	0	0	0	0	0	0	0	0	0	0	0	0
CR44058	0	0	0	1	0	0	0	0	0	0	0	0
CR44059	0	0	0	0	0	0	0	0	0	0	0	0
CR45294	0	0	0	0	0	0	0	0	0	0	0	0
CR45295	0	0	0	0	1	0	0	0	0	0	0	0
CR45296	0	0	0	0	0	0	0	0	0	0	0	0
CG15425	0	5	2	0	2	0	0	0	0	0	0	0
CR44080	0	0	0	0	0	0	0	0	0	0	0	0
Art2	0	1	0	3	1	1	1	0	0	1	0	1
tutl	2731	2775	1959	3609	3498	3087	2560	2402	2036	2469	2453	2456
bdl	388	387	217	288	387	291	137	161	149	147	226	251
Atet	730	492	296	561	728	705	483	289	312	470	371	280
mir-1005	0	0	0	0	0	0	0	0	0	0	0	0
CR44697	0	0	0	0	0	0	0	0	0	0	0	0
CR44698	1	0	0	0	0	0	0	0	0	0	0	0
CR44699	0	0	0	0	0	0	0	0	0	0	0	0
CR44700	0	0	0	0	0	0	0	0	0	0	0	0
CG15429	0	1	0	0	1	0	0	0	0	0	0	0
CR45363	0	0	2	1	1	2	0	0	1	0	0	0
Traf4	987	932	593	1143	1377	1090	436	377	343	492	494	482
CG17612	268	289	207	369	395	317	345	276	317	312	335	238
Vps53	511	531	401	618	665	577	700	596	631	531	416	458
Psf2	200	233	129	178	231	206	224	208	227	230	220	205
Tps1	135	92	286	6	176	2	0	4	35	89	0	2
CG3652	332	295	302	304	382	308	420	398	360	336	347	316
l(2)k05819	1357	1401	998	1476	1792	1435	1677	1527	1397	1797	1904	1664
CG33003	0	0	0	0	0	1	0	0	0	0	0	0
Dim1	374	383	245	395	408	418	306	250	301	295	318	281
CG15431	15	9	11	22	16	2	8	7	2	10	11	5
CG43055	0	0	0	0	0	0	0	0	0	0	0	0
CG34177	0	0	0	0	0	0	0	0	0	0	0	0
CG34178	0	0	0	0	0	0	0	0	0	0	0	0
CG43056	0	0	0	0	0	0	0	0	0	0	0	0
Sfp24F	0	0	0	0	0	0	0	0	0	0	0	0
CG15432	451	481	339	444	479	473	355	301	366	467	496	416
morgue	464	489	298	499	513	489	565	447	473	514	496	491
Elp3	812	832	503	875	942	788	848	722	780	711	735	666
MFS18	372	346	342	344	362	473	439	374	348	294	282	225
CG15439	564	584	397	634	766	604	736	646	631	699	589	539
CG15440	685	752	426	680	806	676	792	697	755	681	621	697
ND-B8	1	2	1	0	0	0	0	0	0	0	0	0
Gs1l	198	218	139	170	210	184	229	178	199	190	195	190
RpL27A	21885	23185	14506	22731	26414	23647	30887	29580	34299	29501	35716	33176
snoRNA:Me18S-C1831	16	9	7	8	10	9	5	10	9	8	4	3
mRpL27	377	368	251	442	475	432	445	379	431	386	442	395
CG15435	201	149	136	228	213	240	217	184	176	222	207	189
CG15443	532	609	397	443	517	464	442	392	436	478	480	407
CG15436	184	211	155	214	279	207	195	178	176	182	169	167
FIG4	275	270	162	269	319	300	297	273	286	290	290	249
ine	43	31	43	38	31	19	18	25	19	22	43	21
dpy	3325	2606	1271	4067	4734	4241	4071	3655	4124	3567	5258	5057
HP6	0	2	0	0	1	0	2	0	0	1	0	1
CR43716	3	2	0	0	2	3	0	2	1	2	1	0
CR44609	0	1	0	0	0	0	0	0	0	0	0	0
CR45452	0	0	0	0	0	0	0	0	0	1	0	0
BG642163	0	0	0	0	0	0	0	0	1	0	0	0
CG15635	0	0	0	0	0	0	0	0	0	0	0	0
CG43798	0	0	0	0	0	0	0	0	0	0	0	0
CG3355	24	14	20	69	23	76	44	51	40	20	9	9
CG11929	0	7	0	0	7	0	0	0	0	0	0	0
Bsg25A	0	0	0	0	0	0	0	0	0	0	0	0
Elba3	0	0	0	0	0	0	0	0	0	0	0	0
CG3251	0	0	0	0	0	0	0	0	1	0	0	0
CG34351	17	6	28	16	8	6	10	9	7	24	15	5
Taf12L	13	32	17	16	16	20	22	33	36	9	10	12
CG15631	3	2	0	1	7	0	0	0	0	0	0	0
CG15630	615	704	414	823	929	745	284	274	183	223	304	337
CG42523	0	11	2	0	3	0	0	0	0	0	0	0
CG3294	101	109	62	110	117	117	99	113	101	100	152	145
Clect27	590	1944	574	486	725	183	258	280	344	478	688	728
CR45297	0	0	0	0	0	0	0	0	0	0	0	0
CG15629	14	11	15	4	11	4	50	45	46	19	35	10
CG3225	117	139	99	127	151	119	189	165	156	164	141	129
mir-4910	0	0	0	0	0	0	0	0	0	0	0	0
CG15628	807	809	661	1206	1065	1229	606	579	378	693	599	618
Fnta	781	815	563	983	1021	980	958	952	939	972	985	951
mir-4912	0	0	0	0	0	0	0	0	0	0	0	0
Ir25a	0	2	0	1	0	0	1	0	0	1	1	3
tank	473	517	263	521	622	539	639	608	589	602	648	614
CG12194	11	11	21	18	13	14	4	5	3	21	27	7
mxt	843	823	594	759	829	694	665	752	660	717	671	592
CG11927	528	544	334	541	615	568	704	559	682	531	488	471
mRpS2	263	308	196	296	315	325	319	282	327	356	337	341
Mon1	438	439	308	459	498	495	513	452	479	464	481	367
smog	120	96	137	219	121	118	71	105	48	74	92	71
Cf2	453	439	352	496	555	458	337	294	292	346	315	311
CG3008	970	987	695	996	1135	1017	1488	1259	1279	1163	1152	1079
CG15625	1	0	0	2	3	1	2	0	0	1	1	0
CG3036	781	870	585	1031	1083	1146	1029	920	784	1000	802	717
CG2837	34	24	7	6	17	35	12	5	7	10	3	8
hoe1	100	116	125	57	61	40	19	44	26	91	65	27
hoe2	60	42	137	33	36	97	4	16	16	18	32	20
Sgs1	602	713	2156	149	113	2921	0	0	4	1	2	7
CG14044	0	2	3	0	0	0	0	1	0	0	1	0
mRpL24	480	470	387	532	567	560	462	430	427	378	459	389
betaggt-I	536	578	395	626	612	632	666	603	581	594	538	504
jet	75	65	55	99	116	91	76	93	77	113	117	101
Jon25Biii	3	0	0	0	0	0	0	0	0	0	0	0
Jon25Bii	10	6	7	8	17	0	1	0	0	1	0	0
Jon25Bi	19	3	31	2	24	1	1	0	0	0	0	0
Marcal1	249	265	195	243	255	223	242	223	211	255	215	218
CG34124	5	3	1	3	1	4	3	2	2	4	3	4
CR43824	1	1	9	0	0	1	4	0	3	1	1	2
CG34125	441	439	292	355	470	401	519	475	561	455	542	489
Trip1	5297	5418	3669	5760	6236	5812	5981	5343	6001	5523	6221	5803
Scox	348	384	307	396	422	378	339	361	403	324	383	347
CG3756	495	593	336	494	509	487	548	480	486	469	473	431
l(2)05714	449	456	347	566	566	494	492	443	446	459	422	382
CG14043	502	473	362	507	598	492	582	460	511	409	519	413
mRpL28	445	521	359	499	527	501	679	570	602	499	550	497
Gmd	891	852	642	967	1010	929	859	809	816	731	714	694
CG3792	1034	966	701	988	1032	1001	1082	885	920	754	778	726
CG8891	703	714	544	366	436	395	1120	1114	1167	363	498	422
CG8892	673	671	425	782	818	649	753	683	734	639	523	514
CG34126	1102	1030	738	1179	1302	1106	1104	1011	922	1097	1155	1022
Rtnl1	7127	7512	5761	8071	8652	8233	7118	6372	6034	5246	5586	5587
Tfb5	0	0	0	0	0	0	0	0	0	0	0	0
CG31917	0	0	0	0	0	0	0	0	0	0	0	0
CG3887	1735	1699	1113	1666	2031	1725	1813	1559	1674	1646	1611	1611
vkg	1288	1169	1098	982	1522	767	862	758	788	492	697	495
Col4a1	2086	1968	1800	1577	2497	1318	1364	1289	1145	874	994	822
CG14042	0	0	0	0	0	0	0	0	0	0	0	0
SP555	0	0	0	0	0	0	0	0	0	0	0	0
CG31650	1124	1032	809	1232	1154	1222	1273	1097	1067	869	855	830
CG33995	0	0	0	0	0	0	0	0	0	0	0	0
CG44001	0	0	0	0	0	0	0	0	0	0	0	0
CG44000	0	0	0	0	0	0	0	0	0	0	0	0
CG9121	41	48	48	52	40	36	17	35	11	33	27	28
eIF-3p40	4105	4480	3398	4727	5095	4409	5073	4451	4987	4689	5204	4656
senju	225	211	174	189	263	225	207	177	167	194	184	164
CG14036	8	7	6	10	8	5	4	8	8	9	4	3
His3.3A	2504	2804	2083	3119	3317	2931	2944	2745	2996	2656	2498	2371
CG31918	1788	2028	1339	1764	2153	1439	1811	1540	1657	1760	2068	2139
Rpn11	3190	3350	2138	3098	3294	3016	3032	2497	2711	2231	2035	2040
CR45291	3	1	3	0	1	0	0	0	0	0	0	0
qtc	229	240	153	236	242	218	78	111	79	97	100	100
CR43820	0	0	0	0	0	0	0	0	0	0	0	1
mir-2495	0	0	0	0	0	0	0	0	0	0	0	0
CR45305	1	1	0	0	0	0	0	4	1	1	0	0
RpL37A	9863	10097	5860	11729	13939	12398	13480	12323	14392	14227	13880	13457
pgant5	2298	2329	1647	2561	2399	2795	2174	1849	1595	1744	1772	1698
CG5828	268	347	206	282	305	280	269	203	216	285	271	237
CG4230	598	564	420	705	700	640	581	510	512	532	450	431
ND-13A	451	477	311	450	492	459	476	437	493	388	447	398
Msp300	3509	2621	1663	4696	5691	4694	3930	3971	3901	3375	5547	5358
snoRNA:Psi28S-2263	0	0	0	0	0	0	0	0	0	0	0	0
snmRNA:765	0	0	0	0	0	0	0	0	0	0	0	0
snmRNA:128	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Psi18S-525k	1	0	0	1	0	0	0	0	1	1	0	1
snmRNA:158	0	0	0	0	0	0	0	0	0	0	0	0
Cyp28d2	48	32	40	19	15	16	20	25	25	22	24	19
Cyp28d1	174	126	222	14	158	7	13	11	29	38	42	5
CG7742	0	5	1	0	4	0	0	0	0	0	0	0
CG14034	0	2	4	0	0	0	0	0	1	0	0	0
TpnC25D	271	357	132	58	162	3	2	1	33	0	1	2
tkv	5207	5646	3833	7201	7563	6992	7218	5635	5540	6866	6733	6217
CR44744	5	6	7	2	1	2	0	4	2	2	3	1
Cyp4ac1	119	116	171	90	203	63	34	28	38	58	12	20
Cyp4ac2	2	2	4	3	9	2	0	0	2	1	0	0
Cyp4ac3	5	4	3	7	3	2	3	2	3	2	0	3
Bsg25D	624	685	472	742	823	740	768	591	581	576	577	589
Bub1	618	693	502	666	711	589	689	607	584	574	568	492
CR44743	12	11	10	3	7	3	19	8	16	1	2	1
CR44742	1	0	0	0	0	0	0	0	0	0	0	0
vri	1089	1007	1030	807	891	679	1410	1009	946	842	1426	960
CR45730	0	0	0	0	0	0	0	0	0	2	0	1
CG14024	31	22	34	51	46	37	12	20	4	50	36	22
Ncoa6	1644	1610	1070	1870	2084	1727	1947	1591	1522	1711	1745	1553
CR44985	0	1	0	1	0	0	0	0	0	0	0	1
cype	1082	1187	813	1175	1223	1171	1641	1478	1837	1074	1189	1032
CG14022	5	5	5	2	2	0	0	0	1	0	0	0
TotM	0	0	0	0	0	0	1	0	2	0	0	0
fusl	90	69	99	7	74	4	7	11	17	31	21	5
CG12512	15	8	41	29	44	3	6	5	11	23	4	32
nompC	10	10	14	2	8	3	14	2	5	5	15	15
CR42850	0	6	0	0	1	0	0	0	0	0	0	0
CR44745	0	0	0	0	0	0	0	0	0	0	0	0
H15	253	228	195	237	308	314	247	217	234	166	87	109
CR43713	0	0	0	0	0	0	0	0	0	0	0	0
CR43714	0	0	0	0	0	0	0	0	0	0	0	0
CR43715	0	0	0	0	0	1	0	0	0	0	0	0
CR31647	0	0	0	0	0	0	0	2	2	0	0	0
snoRNA:Me28S-A2486	0	0	0	0	0	0	0	0	0	0	0	0
mid	461	559	398	471	621	598	628	572	553	335	242	224
CR45287	0	0	0	0	0	0	0	0	0	1	0	0
CG14020	0	2	0	2	1	0	0	0	0	2	1	0
CG7382	318	315	248	314	343	341	263	252	251	250	274	243
cl	1554	1562	1150	1544	1675	1643	1606	1233	1454	1247	1373	1318
Vps52	488	547	337	549	607	498	477	377	440	431	421	366
CG6907	1005	1084	715	1025	1176	1033	1230	1036	1226	1073	1029	966
CR44793	5	5	5	2	1	5	1	0	1	6	5	4
Cap-D3	340	356	283	514	548	440	395	362	395	536	563	520
CG31648	107	99	78	94	90	92	129	117	118	97	90	65
CG31915	161	154	136	188	262	246	231	211	168	197	186	163
CG7277	689	704	448	661	730	607	875	746	833	653	627	686
tomb	3	1	0	0	1	0	0	2	0	1	1	0
CG14015	7	6	21	29	17	27	9	19	11	25	23	22
Hel25E	7289	7744	5423	7531	8197	7360	7500	6389	6734	5909	5603	5823
Lam	8567	9626	6915	11149	11794	10122	11108	9068	9254	9092	8949	8835
Oscillin	1475	1488	1081	1389	1596	1571	1060	788	722	919	595	701
CG14014	0	0	0	0	0	0	0	0	0	0	0	0
CG18269	0	0	0	0	0	0	0	0	0	0	0	0
CG14013	0	2	0	0	1	0	0	0	0	0	0	0
CG14017	0	2	0	0	1	0	0	0	0	0	0	0
GluRIIA	31	39	34	21	23	7	4	5	7	5	11	7
GluRIIB	3	3	3	4	0	0	2	3	0	3	1	0
CR44794	0	0	0	0	1	0	0	0	0	0	0	0
snRNA:U4:25F	0	0	0	0	0	0	0	0	0	0	0	0
CG14011	0	1	0	0	0	0	0	0	0	0	0	0
CG7251	0	2	2	0	0	0	0	0	0	0	0	0
CG18266	1	4	0	0	3	0	0	0	0	0	0	0
DIP-eta	9	4	16	31	27	16	3	15	0	28	20	22
CR44795	0	0	0	0	0	0	0	0	0	0	0	0
CR44796	0	0	0	0	0	0	0	0	0	0	0	0
Cyp6a16	0	1	2	3	5	1	0	0	0	2	2	1
DIP-theta	27	11	32	39	26	30	4	14	0	29	17	14
CR44822	0	0	0	0	0	0	0	0	0	1	0	0
mir-959	0	0	0	0	0	0	0	0	0	0	0	0
mir-960	0	0	0	0	0	0	0	0	0	0	0	0
mir-961	0	0	0	0	0	0	0	0	0	0	0	0
mir-962	0	0	0	0	0	0	0	0	0	0	0	0
mir-963	0	0	0	0	0	0	0	0	0	0	0	0
mir-964	0	0	0	0	0	0	0	0	0	0	0	0
CR44821	0	0	0	0	0	0	0	0	0	0	0	0
Hsp60C	0	23	3	0	6	1	0	0	0	0	0	0
CG12511	0	0	0	0	1	0	0	0	0	0	0	0
CR44819	0	0	0	0	0	0	3	1	2	0	1	2
CR44820	0	0	0	0	0	0	0	0	0	0	0	0
CG7236	1	7	1	7	12	9	11	12	8	13	21	9
CG14007	0	0	0	0	0	2	0	0	0	0	0	0
CR44818	0	0	0	0	0	0	0	0	0	0	0	0
CG34011	0	0	0	0	0	0	0	0	0	0	0	0
CG11149	0	0	0	0	0	0	0	0	0	0	0	0
sip1	344	417	274	418	438	376	465	329	398	374	325	302
CG11030	891	1023	737	1081	1078	964	1019	1021	1031	1034	1052	925
CG14006	0	2	0	0	1	0	0	0	0	0	0	0
CG11147	67	67	49	87	107	53	37	42	38	20	29	18
CG11029	72	149	67	46	62	20	91	69	91	25	31	24
obst-E	80	135	61	46	43	42	13	28	27	46	53	42
CG9171	950	862	622	927	1056	1187	775	634	534	547	556	506
CR31912	0	1	0	1	1	1	0	1	0	0	0	0
CG31913	0	2	0	0	0	0	0	1	0	0	0	0
CG14005	156	218	118	189	207	207	214	201	226	290	227	187
CG7239	463	490	331	532	619	574	588	578	622	593	641	522
CG11034	93	83	76	99	83	94	41	36	20	26	5	14
CR44575	0	0	0	0	0	0	0	0	0	0	0	0
CR44576	0	0	0	0	0	0	0	0	0	0	0	0
CG43307	0	0	0	0	0	0	0	0	0	0	0	0
